feature,chi2,p,n_target,n_reference
mikhailovka,0.7668522800657727,0.3811925895770326,1,0
mikhnovsky,0.7668522800657727,0.3811925895770326,1,0
military's,0.7668522800657727,0.3811925895770326,1,0
military-purpose,0.7668522800657727,0.3811925895770326,1,0
militiamen,0.7668522800657727,0.3811925895770326,1,0
millennium,0.7668522800657727,0.3811925895770326,1,0
mina,0.7668522800657727,0.3811925895770326,1,0
mine-clearing,0.7668522800657727,0.3811925895770326,1,0
mineral,0.7668522800657727,0.3811925895770326,1,0
mineworkers,0.7668522800657727,0.3811925895770326,1,0
mingle,0.7668522800657727,0.3811925895770326,1,0
minions,0.7668522800657727,0.3811925895770326,1,0
ministries,0.7668522800657727,0.3811925895770326,1,0
minks,0.7668522800657727,0.3811925895770326,1,0
miraculous,0.7668522800657727,0.3811925895770326,1,0
miraculously,0.7668522800657727,0.3811925895770326,1,0
mired,0.7668522800657727,0.3811925895770326,1,0
mironov,0.7668522800657727,0.3811925895770326,1,0
miroslav,0.7668522800657727,0.3811925895770326,1,0
mirrors,0.7668522800657727,0.3811925895770326,1,0
misadventure,0.7668522800657727,0.3811925895770326,1,0
misadventurism,0.7668522800657727,0.3811925895770326,1,0
misanthropes,0.7668522800657727,0.3811925895770326,1,0
misappropriation,0.7668522800657727,0.3811925895770326,1,0
misfiring,0.7668522800657727,0.3811925895770326,1,0
misfit,0.7668522800657727,0.3811925895770326,1,0
misfortune,0.7668522800657727,0.3811925895770326,1,0
misfortunes,0.7668522800657727,0.3811925895770326,1,0
mislead,0.7668522800657727,0.3811925895770326,1,0
misrepresentation,0.7668522800657727,0.3811925895770326,1,0
misstated,0.7668522800657727,0.3811925895770326,1,0
mistook,0.7668522800657727,0.3811925895770326,1,0
mitt,0.7668522800657727,0.3811925895770326,1,0
mlrs,0.7668522800657727,0.3811925895770326,1,0
mob,0.7668522800657727,0.3811925895770326,1,0
mocking,0.7668522800657727,0.3811925895770326,1,0
modernize,0.7668522800657727,0.3811925895770326,1,0
modestly,0.7668522800657727,0.3811925895770326,1,0
modified,0.7668522800657727,0.3811925895770326,1,0
modify,0.7668522800657727,0.3811925895770326,1,0
modus,0.7668522800657727,0.3811925895770326,1,0
molecules,0.7668522800657727,0.3811925895770326,1,0
momentous,0.7668522800657727,0.3811925895770326,1,0
moments,0.7668522800657727,0.3811925895770326,1,0
money-laundering,0.7668522800657727,0.3811925895770326,1,0
mongols,0.7668522800657727,0.3811925895770326,1,0
mongrels,0.7668522800657727,0.3811925895770326,1,0
monopolistic,0.7668522800657727,0.3811925895770326,1,0
monsanto,0.7668522800657727,0.3811925895770326,1,0
monster,0.7668522800657727,0.3811925895770326,1,0
mood,0.7668522800657727,0.3811925895770326,1,0
morale,0.7668522800657727,0.3811925895770326,1,0
moralize,0.7668522800657727,0.3811925895770326,1,0
moratorium,0.7668522800657727,0.3811925895770326,1,0
mordor,0.7668522800657727,0.3811925895770326,1,0
morgue,0.7668522800657727,0.3811925895770326,1,0
moroko,0.7668522800657727,0.3811925895770326,1,0
moschun,0.7668522800657727,0.3811925895770326,1,0
moskal'sko-zhidovskaia,0.7668522800657727,0.3811925895770326,1,0
mother-and-child,0.7668522800657727,0.3811925895770326,1,0
motivates,0.7668522800657727,0.3811925895770326,1,0
motivations,0.7668522800657727,0.3811925895770326,1,0
mouthpieces,0.7668522800657727,0.3811925895770326,1,0
moves,0.7668522800657727,0.3811925895770326,1,0
mr.feltman,0.7668522800657727,0.3811925895770326,1,0
mr.shishkin,0.7668522800657727,0.3811925895770326,1,0
much-praised,0.7668522800657727,0.3811925895770326,1,0
much-publicized,0.7668522800657727,0.3811925895770326,1,0
much-vaunted,0.7668522800657727,0.3811925895770326,1,0
muhammadu,0.7668522800657727,0.3811925895770326,1,0
multi-term,0.7668522800657727,0.3811925895770326,1,0
multiethnic,0.7668522800657727,0.3811925895770326,1,0
multiply,0.7668522800657727,0.3811925895770326,1,0
multiplying,0.7668522800657727,0.3811925895770326,1,0
municipalities,0.7668522800657727,0.3811925895770326,1,0
munition,0.7668522800657727,0.3811925895770326,1,0
muscovite,0.7668522800657727,0.3811925895770326,1,0
muscovites,0.7668522800657727,0.3811925895770326,1,0
musicians,0.7668522800657727,0.3811925895770326,1,0
mykhaylo,0.7668522800657727,0.3811925895770326,1,0
mykolaivka,0.7668522800657727,0.3811925895770326,1,0
myrotvorets,0.7668522800657727,0.3811925895770326,1,0
mystery,0.7668522800657727,0.3811925895770326,1,0
márquez,0.7668522800657727,0.3811925895770326,1,0
naftali,0.7668522800657727,0.3811925895770326,1,0
nakamitsu,0.7668522800657727,0.3811925895770326,1,0
nastya,0.7668522800657727,0.3811925895770326,1,0
natalie,0.7668522800657727,0.3811925895770326,1,0
nation's,0.7668522800657727,0.3811925895770326,1,0
nationalistic,0.7668522800657727,0.3811925895770326,1,0
nautical-mile-wide,0.7668522800657727,0.3811925895770326,1,0
navalny,0.7668522800657727,0.3811925895770326,1,0
nears,0.7668522800657727,0.3811925895770326,1,0
neatly,0.7668522800657727,0.3811925895770326,1,0
needy,0.7668522800657727,0.3811925895770326,1,0
negated,0.7668522800657727,0.3811925895770326,1,0
neglect,0.7668522800657727,0.3811925895770326,1,0
neighbourhods,0.7668522800657727,0.3811925895770326,1,0
neighbourliness,0.7668522800657727,0.3811925895770326,1,0
nekhoteyevka,0.7668522800657727,0.3811925895770326,1,0
neo-nazist,0.7668522800657727,0.3811925895770326,1,0
nervousness,0.7668522800657727,0.3811925895770326,1,0
net,0.7668522800657727,0.3811925895770326,1,0
neutralize,0.7668522800657727,0.3811925895770326,1,0
new-old,0.7668522800657727,0.3811925895770326,1,0
nikita,0.7668522800657727,0.3811925895770326,1,0
nikki,0.7668522800657727,0.3811925895770326,1,0
nikolaevna,0.7668522800657727,0.3811925895770326,1,0
nikolskoye,0.7668522800657727,0.3811925895770326,1,0
nine-year,0.7668522800657727,0.3811925895770326,1,0
nineteenth,0.7668522800657727,0.3811925895770326,1,0
ninety-eight,0.7668522800657727,0.3811925895770326,1,0
ninth-grade,0.7668522800657727,0.3811925895770326,1,0
nizhne,0.7668522800657727,0.3811925895770326,1,0
nly,0.7668522800657727,0.3811925895770326,1,0
no-visa,0.7668522800657727,0.3811925895770326,1,0
nobler,0.7668522800657727,0.3811925895770326,1,0
nogai,0.7668522800657727,0.3811925895770326,1,0
nominated,0.7668522800657727,0.3811925895770326,1,0
non-aggressive,0.7668522800657727,0.3811925895770326,1,0
non-conformity,0.7668522800657727,0.3811925895770326,1,0
non-discriminatory,0.7668522800657727,0.3811925895770326,1,0
non-ethnic,0.7668522800657727,0.3811925895770326,1,0
non-existent,0.7668522800657727,0.3811925895770326,1,0
non-functional,0.7668522800657727,0.3811925895770326,1,0
non-human,0.7668522800657727,0.3811925895770326,1,0
non-implementation,0.7668522800657727,0.3811925895770326,1,0
non-liberal,0.7668522800657727,0.3811925895770326,1,0
non-natives,0.7668522800657727,0.3811925895770326,1,0
non-nuclear,0.7668522800657727,0.3811925895770326,1,0
non-people,0.7668522800657727,0.3811925895770326,1,0
non-radioactive,0.7668522800657727,0.3811925895770326,1,0
non-russophobic,0.7668522800657727,0.3811925895770326,1,0
non-sanctioned,0.7668522800657727,0.3811925895770326,1,0
non-self,0.7668522800657727,0.3811925895770326,1,0
non-transparent,0.7668522800657727,0.3811925895770326,1,0
non-ukrainian,0.7668522800657727,0.3811925895770326,1,0
non-western,0.7668522800657727,0.3811925895770326,1,0
noose,0.7668522800657727,0.3811925895770326,1,0
north-north-east,0.7668522800657727,0.3811925895770326,1,0
north-western,0.7668522800657727,0.3811925895770326,1,0
noses,0.7668522800657727,0.3811925895770326,1,0
notdiscussed,0.7668522800657727,0.3811925895770326,1,0
notions,0.7668522800657727,0.3811925895770326,1,0
notjust,0.7668522800657727,0.3811925895770326,1,0
notoriously,0.7668522800657727,0.3811925895770326,1,0
notwithstanding,0.7668522800657727,0.3811925895770326,1,0
novel,0.7668522800657727,0.3811925895770326,1,0
novembers,0.7668522800657727,0.3811925895770326,1,0
novooleksandrivka,0.7668522800657727,0.3811925895770326,1,0
novoshahtinsk,0.7668522800657727,0.3811925895770326,1,0
novosti,0.7668522800657727,0.3811925895770326,1,0
nsure,0.7668522800657727,0.3811925895770326,1,0
nuance,0.7668522800657727,0.3811925895770326,1,0
numbering,0.7668522800657727,0.3811925895770326,1,0
nurture,0.7668522800657727,0.3811925895770326,1,0
nyzhnia,0.7668522800657727,0.3811925895770326,1,0
obedience,0.7668522800657727,0.3811925895770326,1,0
obediently,0.7668522800657727,0.3811925895770326,1,0
objecting,0.7668522800657727,0.3811925895770326,1,0
objectionable,0.7668522800657727,0.3811925895770326,1,0
obliterate,0.7668522800657727,0.3811925895770326,1,0
oblivion,0.7668522800657727,0.3811925895770326,1,0
obscure,0.7668522800657727,0.3811925895770326,1,0
obstructed,0.7668522800657727,0.3811925895770326,1,0
occasionally,0.7668522800657727,0.3811925895770326,1,0
occurrence,0.7668522800657727,0.3811925895770326,1,0
oddest,0.7668522800657727,0.3811925895770326,1,0
odessa-based,0.7668522800657727,0.3811925895770326,1,0
odessans,0.7668522800657727,0.3811925895770326,1,0
of24,0.7668522800657727,0.3811925895770326,1,0
ofblood,0.7668522800657727,0.3811925895770326,1,0
ofeurope,0.7668522800657727,0.3811925895770326,1,0
offences,0.7668522800657727,0.3811925895770326,1,0
offend,0.7668522800657727,0.3811925895770326,1,0
officialdom,0.7668522800657727,0.3811925895770326,1,0
offing,0.7668522800657727,0.3811925895770326,1,0
offloading,0.7668522800657727,0.3811925895770326,1,0
offshore,0.7668522800657727,0.3811925895770326,1,0
ofhonour,0.7668522800657727,0.3811925895770326,1,0
ofhumanitarian,0.7668522800657727,0.3811925895770326,1,0
ofindividuals,0.7668522800657727,0.3811925895770326,1,0
ofinternal,0.7668522800657727,0.3811925895770326,1,0
ofjournalists,0.7668522800657727,0.3811925895770326,1,0
ofjurisprudence,0.7668522800657727,0.3811925895770326,1,0
ofjustices,0.7668522800657727,0.3811925895770326,1,0
oflaw,0.7668522800657727,0.3811925895770326,1,0
ofother,0.7668522800657727,0.3811925895770326,1,0
ofour,0.7668522800657727,0.3811925895770326,1,0
ofpeoples,0.7668522800657727,0.3811925895770326,1,0
ofprogress,0.7668522800657727,0.3811925895770326,1,0
ofrelief,0.7668522800657727,0.3811925895770326,1,0
ofreport,0.7668522800657727,0.3811925895770326,1,0
ofrussia,0.7668522800657727,0.3811925895770326,1,0
ofrussia's,0.7668522800657727,0.3811925895770326,1,0
oftheir,0.7668522800657727,0.3811925895770326,1,0
ofthem,0.7668522800657727,0.3811925895770326,1,0
oftrust,0.7668522800657727,0.3811925895770326,1,0
ofundesirable,0.7668522800657727,0.3811925895770326,1,0
ofurgent,0.7668522800657727,0.3811925895770326,1,0
ofwhat,0.7668522800657727,0.3811925895770326,1,0
ofwhom,0.7668522800657727,0.3811925895770326,1,0
ofworking,0.7668522800657727,0.3811925895770326,1,0
oh,0.7668522800657727,0.3811925895770326,1,0
oirat,0.7668522800657727,0.3811925895770326,1,0
okaraine's,0.7668522800657727,0.3811925895770326,1,0
okay,0.7668522800657727,0.3811925895770326,1,0
oktyabrskaya,0.7668522800657727,0.3811925895770326,1,0
oligarchical,0.7668522800657727,0.3811925895770326,1,0
olive,0.7668522800657727,0.3811925895770326,1,0
ombudswoman,0.7668522800657727,0.3811925895770326,1,0
ominous,0.7668522800657727,0.3811925895770326,1,0
omits,0.7668522800657727,0.3811925895770326,1,0
omitted,0.7668522800657727,0.3811925895770326,1,0
once-multicultural,0.7668522800657727,0.3811925895770326,1,0
onducting,0.7668522800657727,0.3811925895770326,1,0
one-off,0.7668522800657727,0.3811925895770326,1,0
one-time,0.7668522800657727,0.3811925895770326,1,0
one-word,0.7668522800657727,0.3811925895770326,1,0
onishchenko,0.7668522800657727,0.3811925895770326,1,0
oorth,0.7668522800657727,0.3811925895770326,1,0
op,0.7668522800657727,0.3811925895770326,1,0
opaque,0.7668522800657727,0.3811925895770326,1,0
open-source,0.7668522800657727,0.3811925895770326,1,0
opens,0.7668522800657727,0.3811925895770326,1,0
operandi,0.7668522800657727,0.3811925895770326,1,0
operates,0.7668522800657727,0.3811925895770326,1,0
operation's,0.7668522800657727,0.3811925895770326,1,0
operator,0.7668522800657727,0.3811925895770326,1,0
opportunistic,0.7668522800657727,0.3811925895770326,1,0
oppress,0.7668522800657727,0.3811925895770326,1,0
oppressed,0.7668522800657727,0.3811925895770326,1,0
opt,0.7668522800657727,0.3811925895770326,1,0
optimism,0.7668522800657727,0.3811925895770326,1,0
optimist,0.7668522800657727,0.3811925895770326,1,0
optimists,0.7668522800657727,0.3811925895770326,1,0
orange,0.7668522800657727,0.3811925895770326,1,0
orient,0.7668522800657727,0.3811925895770326,1,0
originator,0.7668522800657727,0.3811925895770326,1,0
orlovka,0.7668522800657727,0.3811925895770326,1,0
osce's,0.7668522800657727,0.3811925895770326,1,0
ostrich-like,0.7668522800657727,0.3811925895770326,1,0
oter,0.7668522800657727,0.3811925895770326,1,0
out-and-out,0.7668522800657727,0.3811925895770326,1,0
outbursts,0.7668522800657727,0.3811925895770326,1,0
outlawed,0.7668522800657727,0.3811925895770326,1,0
outlook,0.7668522800657727,0.3811925895770326,1,0
overlook,0.7668522800657727,0.3811925895770326,1,0
overlooks,0.7668522800657727,0.3811925895770326,1,0
overseas,0.7668522800657727,0.3811925895770326,1,0
oversee,0.7668522800657727,0.3811925895770326,1,0
overshadowed,0.7668522800657727,0.3811925895770326,1,0
overstep,0.7668522800657727,0.3811925895770326,1,0
overstocked,0.7668522800657727,0.3811925895770326,1,0
overtures,0.7668522800657727,0.3811925895770326,1,0
owes,0.7668522800657727,0.3811925895770326,1,0
owned,0.7668522800657727,0.3811925895770326,1,0
owner,0.7668522800657727,0.3811925895770326,1,0
pacification,0.7668522800657727,0.3811925895770326,1,0
pacify,0.7668522800657727,0.3811925895770326,1,0
paedophilia,0.7668522800657727,0.3811925895770326,1,0
paid-for,0.7668522800657727,0.3811925895770326,1,0
painfully,0.7668522800657727,0.3811925895770326,1,0
painstaking,0.7668522800657727,0.3811925895770326,1,0
painstakingly,0.7668522800657727,0.3811925895770326,1,0
pales,0.7668522800657727,0.3811925895770326,1,0
palestinian,0.7668522800657727,0.3811925895770326,1,0
palestinian-israeli,0.7668522800657727,0.3811925895770326,1,0
palm,0.7668522800657727,0.3811925895770326,1,0
pantheon,0.7668522800657727,0.3811925895770326,1,0
paradigm,0.7668522800657727,0.3811925895770326,1,0
paranoid,0.7668522800657727,0.3811925895770326,1,0
paratrooper,0.7668522800657727,0.3811925895770326,1,0
paratroopers,0.7668522800657727,0.3811925895770326,1,0
pardons,0.7668522800657727,0.3811925895770326,1,0
parishes,0.7668522800657727,0.3811925895770326,1,0
parked,0.7668522800657727,0.3811925895770326,1,0
parliament's,0.7668522800657727,0.3811925895770326,1,0
particularities,0.7668522800657727,0.3811925895770326,1,0
partisan,0.7668522800657727,0.3811925895770326,1,0
partizan,0.7668522800657727,0.3811925895770326,1,0
parubiy,0.7668522800657727,0.3811925895770326,1,0
passages,0.7668522800657727,0.3811925895770326,1,0
passion,0.7668522800657727,0.3811925895770326,1,0
passionate,0.7668522800657727,0.3811925895770326,1,0
paths,0.7668522800657727,0.3811925895770326,1,0
patiently,0.7668522800657727,0.3811925895770326,1,0
patriot,0.7668522800657727,0.3811925895770326,1,0
patrolling,0.7668522800657727,0.3811925895770326,1,0
paving,0.7668522800657727,0.3811925895770326,1,0
pavlovsky,0.7668522800657727,0.3811925895770326,1,0
peaceable,0.7668522800657727,0.3811925895770326,1,0
peaceful-sounding,0.7668522800657727,0.3811925895770326,1,0
peacemakers,0.7668522800657727,0.3811925895770326,1,0
peak,0.7668522800657727,0.3811925895770326,1,0
pechorska,0.7668522800657727,0.3811925895770326,1,0
pecial,0.7668522800657727,0.3811925895770326,1,0
peers,0.7668522800657727,0.3811925895770326,1,0
pelting,0.7668522800657727,0.3811925895770326,1,0
pen,0.7668522800657727,0.3811925895770326,1,0
peninsula's,0.7668522800657727,0.3811925895770326,1,0
peremoga,0.7668522800657727,0.3811925895770326,1,0
perevalsk,0.7668522800657727,0.3811925895770326,1,0
performed,0.7668522800657727,0.3811925895770326,1,0
permissible,0.7668522800657727,0.3811925895770326,1,0
permissiveness,0.7668522800657727,0.3811925895770326,1,0
perpetuate,0.7668522800657727,0.3811925895770326,1,0
perplexed,0.7668522800657727,0.3811925895770326,1,0
persecute,0.7668522800657727,0.3811925895770326,1,0
pertinent,0.7668522800657727,0.3811925895770326,1,0
pervasive,0.7668522800657727,0.3811925895770326,1,0
pervomaiske,0.7668522800657727,0.3811925895770326,1,0
peski,0.7668522800657727,0.3811925895770326,1,0
petrovske,0.7668522800657727,0.3811925895770326,1,0
petty,0.7668522800657727,0.3811925895770326,1,0
pfm-1,0.7668522800657727,0.3811925895770326,1,0
pharaoh,0.7668522800657727,0.3811925895770326,1,0
phenomenon,0.7668522800657727,0.3811925895770326,1,0
philanthropists,0.7668522800657727,0.3811925895770326,1,0
philippics,0.7668522800657727,0.3811925895770326,1,0
phobia,0.7668522800657727,0.3811925895770326,1,0
photocopy,0.7668522800657727,0.3811925895770326,1,0
photojournalist,0.7668522800657727,0.3811925895770326,1,0
pick,0.7668522800657727,0.3811925895770326,1,0
pig,0.7668522800657727,0.3811925895770326,1,0
pilgrim,0.7668522800657727,0.3811925895770326,1,0
pinned,0.7668522800657727,0.3811925895770326,1,0
pipe,0.7668522800657727,0.3811925895770326,1,0
pirate,0.7668522800657727,0.3811925895770326,1,0
pirogova,0.7668522800657727,0.3811925895770326,1,0
pitied,0.7668522800657727,0.3811925895770326,1,0
pitted,0.7668522800657727,0.3811925895770326,1,0
pitting,0.7668522800657727,0.3811925895770326,1,0
playbook,0.7668522800657727,0.3811925895770326,1,0
playgrounds,0.7668522800657727,0.3811925895770326,1,0
pleasantly,0.7668522800657727,0.3811925895770326,1,0
plebiscites,0.7668522800657727,0.3811925895770326,1,0
pledged,0.7668522800657727,0.3811925895770326,1,0
plot,0.7668522800657727,0.3811925895770326,1,0
plumbed,0.7668522800657727,0.3811925895770326,1,0
plummeted,0.7668522800657727,0.3811925895770326,1,0
plundering,0.7668522800657727,0.3811925895770326,1,0
plurality,0.7668522800657727,0.3811925895770326,1,0
pluses,0.7668522800657727,0.3811925895770326,1,0
pocket,0.7668522800657727,0.3811925895770326,1,0
pockets,0.7668522800657727,0.3811925895770326,1,0
poetry,0.7668522800657727,0.3811925895770326,1,0
poets,0.7668522800657727,0.3811925895770326,1,0
pohrebynskyy,0.7668522800657727,0.3811925895770326,1,0
pointedly,0.7668522800657727,0.3811925895770326,1,0
poisoned,0.7668522800657727,0.3811925895770326,1,0
poisonings,0.7668522800657727,0.3811925895770326,1,0
poke,0.7668522800657727,0.3811925895770326,1,0
polacks,0.7668522800657727,0.3811925895770326,1,0
poland's,0.7668522800657727,0.3811925895770326,1,0
polarize,0.7668522800657727,0.3811925895770326,1,0
polevaya,0.7668522800657727,0.3811925895770326,1,0
police-state,0.7668522800657727,0.3811925895770326,1,0
policemen,0.7668522800657727,0.3811925895770326,1,0
policymakers,0.7668522800657727,0.3811925895770326,1,0
politicalaffairs,0.7668522800657727,0.3811925895770326,1,0
politician,0.7668522800657727,0.3811925895770326,1,0
politicize,0.7668522800657727,0.3811925895770326,1,0
politicizes,0.7668522800657727,0.3811925895770326,1,0
politicizing,0.7668522800657727,0.3811925895770326,1,0
politicum,0.7668522800657727,0.3811925895770326,1,0
poltava,0.7668522800657727,0.3811925895770326,1,0
poltorak,0.7668522800657727,0.3811925895770326,1,0
pompously,0.7668522800657727,0.3811925895770326,1,0
pontificating,0.7668522800657727,0.3811925895770326,1,0
poorly,0.7668522800657727,0.3811925895770326,1,0
portions,0.7668522800657727,0.3811925895770326,1,0
portraying,0.7668522800657727,0.3811925895770326,1,0
portrays,0.7668522800657727,0.3811925895770326,1,0
positing,0.7668522800657727,0.3811925895770326,1,0
positioning,0.7668522800657727,0.3811925895770326,1,0
positively,0.7668522800657727,0.3811925895770326,1,0
possessed,0.7668522800657727,0.3811925895770326,1,0
post-russian,0.7668522800657727,0.3811925895770326,1,0
posterity,0.7668522800657727,0.3811925895770326,1,0
posters,0.7668522800657727,0.3811925895770326,1,0
posthumously,0.7668522800657727,0.3811925895770326,1,0
posting,0.7668522800657727,0.3811925895770326,1,0
postings,0.7668522800657727,0.3811925895770326,1,0
postponed,0.7668522800657727,0.3811925895770326,1,0
posture,0.7668522800657727,0.3811925895770326,1,0
potgieter,0.7668522800657727,0.3811925895770326,1,0
pour,0.7668522800657727,0.3811925895770326,1,0
powerfully,0.7668522800657727,0.3811925895770326,1,0
practiced,0.7668522800657727,0.3811925895770326,1,0
pragmatic,0.7668522800657727,0.3811925895770326,1,0
pre-maidan,0.7668522800657727,0.3811925895770326,1,0
pre-winter,0.7668522800657727,0.3811925895770326,1,0
preaching,0.7668522800657727,0.3811925895770326,1,0
preamble,0.7668522800657727,0.3811925895770326,1,0
precedence,0.7668522800657727,0.3811925895770326,1,0
precepts,0.7668522800657727,0.3811925895770326,1,0
precursor,0.7668522800657727,0.3811925895770326,1,0
predetermined,0.7668522800657727,0.3811925895770326,1,0
predicated,0.7668522800657727,0.3811925895770326,1,0
predictable,0.7668522800657727,0.3811925895770326,1,0
predominantly,0.7668522800657727,0.3811925895770326,1,0
preferable,0.7668522800657727,0.3811925895770326,1,0
preferably,0.7668522800657727,0.3811925895770326,1,0
preferring,0.7668522800657727,0.3811925895770326,1,0
prefers,0.7668522800657727,0.3811925895770326,1,0
prehistory,0.7668522800657727,0.3811925895770326,1,0
preschools,0.7668522800657727,0.3811925895770326,1,0
prescribed,0.7668522800657727,0.3811925895770326,1,0
prescribes,0.7668522800657727,0.3811925895770326,1,0
present-day,0.7668522800657727,0.3811925895770326,1,0
presentable,0.7668522800657727,0.3811925895770326,1,0
presidency's,0.7668522800657727,0.3811925895770326,1,0
presupposes,0.7668522800657727,0.3811925895770326,1,0
prevailing,0.7668522800657727,0.3811925895770326,1,0
priceless,0.7668522800657727,0.3811925895770326,1,0
primacy,0.7668522800657727,0.3811925895770326,1,0
prioritizing,0.7668522800657727,0.3811925895770326,1,0
privacy,0.7668522800657727,0.3811925895770326,1,0
privately,0.7668522800657727,0.3811925895770326,1,0
pro-maidan,0.7668522800657727,0.3811925895770326,1,0
problematic,0.7668522800657727,0.3811925895770326,1,0
processions,0.7668522800657727,0.3811925895770326,1,0
proclamations,0.7668522800657727,0.3811925895770326,1,0
producing,0.7668522800657727,0.3811925895770326,1,0
profaning,0.7668522800657727,0.3811925895770326,1,0
professionalism,0.7668522800657727,0.3811925895770326,1,0
professionals,0.7668522800657727,0.3811925895770326,1,0
profitability,0.7668522800657727,0.3811925895770326,1,0
profiting,0.7668522800657727,0.3811925895770326,1,0
programmed,0.7668522800657727,0.3811925895770326,1,0
progressive,0.7668522800657727,0.3811925895770326,1,0
prohibiting,0.7668522800657727,0.3811925895770326,1,0
prohibitive,0.7668522800657727,0.3811925895770326,1,0
proliferate,0.7668522800657727,0.3811925895770326,1,0
proliferation,0.7668522800657727,0.3811925895770326,1,0
promotes,0.7668522800657727,0.3811925895770326,1,0
prone,0.7668522800657727,0.3811925895770326,1,0
pronoun,0.7668522800657727,0.3811925895770326,1,0
pronounced,0.7668522800657727,0.3811925895770326,1,0
prop,0.7668522800657727,0.3811925895770326,1,0
propelling,0.7668522800657727,0.3811925895770326,1,0
prophecies,0.7668522800657727,0.3811925895770326,1,0
propounded,0.7668522800657727,0.3811925895770326,1,0
prosecuting,0.7668522800657727,0.3811925895770326,1,0
prosecutors,0.7668522800657727,0.3811925895770326,1,0
protectorate,0.7668522800657727,0.3811925895770326,1,0
protectors,0.7668522800657727,0.3811925895770326,1,0
protocols,0.7668522800657727,0.3811925895770326,1,0
provincialism,0.7668522800657727,0.3811925895770326,1,0
prudence,0.7668522800657727,0.3811925895770326,1,0
prussia,0.7668522800657727,0.3811925895770326,1,0
pryazovskyi,0.7668522800657727,0.3811925895770326,1,0
pseudo,0.7668522800657727,0.3811925895770326,1,0
pseudo-facts,0.7668522800657727,0.3811925895770326,1,0
pseudo-friends,0.7668522800657727,0.3811925895770326,1,0
pseudo-historians,0.7668522800657727,0.3811925895770326,1,0
pseudo-human,0.7668522800657727,0.3811925895770326,1,0
pseudo-investigation,0.7668522800657727,0.3811925895770326,1,0
pseudo-justice,0.7668522800657727,0.3811925895770326,1,0
pseudo-peacekeeping,0.7668522800657727,0.3811925895770326,1,0
psychiatric,0.7668522800657727,0.3811925895770326,1,0
ptoukha,0.7668522800657727,0.3811925895770326,1,0
publicist,0.7668522800657727,0.3811925895770326,1,0
publictly,0.7668522800657727,0.3811925895770326,1,0
publishes,0.7668522800657727,0.3811925895770326,1,0
puerto,0.7668522800657727,0.3811925895770326,1,0
pumped,0.7668522800657727,0.3811925895770326,1,0
punched,0.7668522800657727,0.3811925895770326,1,0
pure,0.7668522800657727,0.3811925895770326,1,0
purges,0.7668522800657727,0.3811925895770326,1,0
purifying,0.7668522800657727,0.3811925895770326,1,0
purported,0.7668522800657727,0.3811925895770326,1,0
pursing,0.7668522800657727,0.3811925895770326,1,0
pushcha-vodytsya,0.7668522800657727,0.3811925895770326,1,0
pushkin,0.7668522800657727,0.3811925895770326,1,0
put-up,0.7668522800657727,0.3811925895770326,1,0
qualities,0.7668522800657727,0.3811925895770326,1,0
quantities,0.7668522800657727,0.3811925895770326,1,0
queries,0.7668522800657727,0.3811925895770326,1,0
questionable,0.7668522800657727,0.3811925895770326,1,0
quibble,0.7668522800657727,0.3811925895770326,1,0
r,0.7668522800657727,0.3811925895770326,1,0
rada's,0.7668522800657727,0.3811925895770326,1,0
radicalism,0.7668522800657727,0.3811925895770326,1,0
radicalization,0.7668522800657727,0.3811925895770326,1,0
rage,0.7668522800657727,0.3811925895770326,1,0
ragovka,0.7668522800657727,0.3811925895770326,1,0
rail,0.7668522800657727,0.3811925895770326,1,0
raining,0.7668522800657727,0.3811925895770326,1,0
rajka,0.7668522800657727,0.3811925895770326,1,0
rake,0.7668522800657727,0.3811925895770326,1,0
ram,0.7668522800657727,0.3811925895770326,1,0
ramaphosa,0.7668522800657727,0.3811925895770326,1,0
ramesh,0.7668522800657727,0.3811925895770326,1,0
ranges,0.7668522800657727,0.3811925895770326,1,0
ranked,0.7668522800657727,0.3811925895770326,1,0
ranking,0.7668522800657727,0.3811925895770326,1,0
rapidly,0.7668522800657727,0.3811925895770326,1,0
rapporteur,0.7668522800657727,0.3811925895770326,1,0
ratcheting,0.7668522800657727,0.3811925895770326,1,0
rates,0.7668522800657727,0.3811925895770326,1,0
ratings,0.7668522800657727,0.3811925895770326,1,0
ratio,0.7668522800657727,0.3811925895770326,1,0
razoni,0.7668522800657727,0.3811925895770326,1,0
re-establishment,0.7668522800657727,0.3811925895770326,1,0
reactions,0.7668522800657727,0.3811925895770326,1,0
reactive,0.7668522800657727,0.3811925895770326,1,0
readers,0.7668522800657727,0.3811925895770326,1,0
readily,0.7668522800657727,0.3811925895770326,1,0
reaffirmation,0.7668522800657727,0.3811925895770326,1,0
reagan,0.7668522800657727,0.3811925895770326,1,0
reagents,0.7668522800657727,0.3811925895770326,1,0
realignment,0.7668522800657727,0.3811925895770326,1,0
realists,0.7668522800657727,0.3811925895770326,1,0
realty,0.7668522800657727,0.3811925895770326,1,0
reap,0.7668522800657727,0.3811925895770326,1,0
rear,0.7668522800657727,0.3811925895770326,1,0
rear-guard,0.7668522800657727,0.3811925895770326,1,0
rearming,0.7668522800657727,0.3811925895770326,1,0
rebutted,0.7668522800657727,0.3811925895770326,1,0
recapturing,0.7668522800657727,0.3811925895770326,1,0
