feature,chi2,p,n_target,n_reference
non-repetition,0.018374511562884815,0.8921749669561201,2,1
nordic,0.018374511562884815,0.8921749669561201,2,1
normalize,0.018374511562884815,0.8921749669561201,2,1
notoriously,0.018374511562884815,0.8921749669561201,2,1
obtained,0.018374511562884815,0.8921749669561201,2,1
odessa,0.018374511562884815,0.8921749669561201,2,1
offences,0.018374511562884815,0.8921749669561201,2,1
opposing,0.018374511562884815,0.8921749669561201,2,1
overcoming,0.018374511562884815,0.8921749669561201,2,1
overseeing,0.018374511562884815,0.8921749669561201,2,1
paint,0.018374511562884815,0.8921749669561201,2,1
paralysing,0.018374511562884815,0.8921749669561201,2,1
perilous,0.018374511562884815,0.8921749669561201,2,1
permit,0.018374511562884815,0.8921749669561201,2,1
persist,0.018374511562884815,0.8921749669561201,2,1
perverse,0.018374511562884815,0.8921749669561201,2,1
poison,0.018374511562884815,0.8921749669561201,2,1
positioning,0.018374511562884815,0.8921749669561201,2,1
post-traumatic,0.018374511562884815,0.8921749669561201,2,1
postal,0.018374511562884815,0.8921749669561201,2,1
predators,0.018374511562884815,0.8921749669561201,2,1
prelude,0.018374511562884815,0.8921749669561201,2,1
preposterous,0.018374511562884815,0.8921749669561201,2,1
presided,0.018374511562884815,0.8921749669561201,2,1
psychologically,0.018374511562884815,0.8921749669561201,2,1
pummelled,0.018374511562884815,0.8921749669561201,2,1
radiological,0.018374511562884815,0.8921749669561201,2,1
ranging,0.018374511562884815,0.8921749669561201,2,1
raw,0.018374511562884815,0.8921749669561201,2,1
reactor,0.018374511562884815,0.8921749669561201,2,1
rebeca,0.018374511562884815,0.8921749669561201,2,1
recover,0.018374511562884815,0.8921749669561201,2,1
references,0.018374511562884815,0.8921749669561201,2,1
referral,0.018374511562884815,0.8921749669561201,2,1
reflecting,0.018374511562884815,0.8921749669561201,2,1
reintegration,0.018374511562884815,0.8921749669561201,2,1
repairs,0.018374511562884815,0.8921749669561201,2,1
repetition,0.018374511562884815,0.8921749669561201,2,1
reputation,0.018374511562884815,0.8921749669561201,2,1
resists,0.018374511562884815,0.8921749669561201,2,1
respectful,0.018374511562884815,0.8921749669561201,2,1
ring,0.018374511562884815,0.8921749669561201,2,1
roles,0.018374511562884815,0.8921749669561201,2,1
sacred,0.018374511562884815,0.8921749669561201,2,1
sailing,0.018374511562884815,0.8921749669561201,2,1
satisfactory,0.018374511562884815,0.8921749669561201,2,1
saudi,0.018374511562884815,0.8921749669561201,2,1
scaling,0.018374511562884815,0.8921749669561201,2,1
scientific,0.018374511562884815,0.8921749669561201,2,1
secret,0.018374511562884815,0.8921749669561201,2,1
seemed,0.018374511562884815,0.8921749669561201,2,1
sends,0.018374511562884815,0.8921749669561201,2,1
shops,0.018374511562884815,0.8921749669561201,2,1
shut,0.018374511562884815,0.8921749669561201,2,1
silvio,0.018374511562884815,0.8921749669561201,2,1
sorry,0.018374511562884815,0.8921749669561201,2,1
spring,0.018374511562884815,0.8921749669561201,2,1
staying,0.018374511562884815,0.8921749669561201,2,1
stretched,0.018374511562884815,0.8921749669561201,2,1
striving,0.018374511562884815,0.8921749669561201,2,1
struggles,0.018374511562884815,0.8921749669561201,2,1
successive,0.018374511562884815,0.8921749669561201,2,1
successor,0.018374511562884815,0.8921749669561201,2,1
suppliers,0.018374511562884815,0.8921749669561201,2,1
supposedly,0.018374511562884815,0.8921749669561201,2,1
suspending,0.018374511562884815,0.8921749669561201,2,1
ternopil,0.018374511562884815,0.8921749669561201,2,1
three-dimensional,0.018374511562884815,0.8921749669561201,2,1
thrive,0.018374511562884815,0.8921749669561201,2,1
transcends,0.018374511562884815,0.8921749669561201,2,1
transformed,0.018374511562884815,0.8921749669561201,2,1
transgressions,0.018374511562884815,0.8921749669561201,2,1
translates,0.018374511562884815,0.8921749669561201,2,1
transmission,0.018374511562884815,0.8921749669561201,2,1
trusted,0.018374511562884815,0.8921749669561201,2,1
truths,0.018374511562884815,0.8921749669561201,2,1
tunnels,0.018374511562884815,0.8921749669561201,2,1
turns,0.018374511562884815,0.8921749669561201,2,1
typical,0.018374511562884815,0.8921749669561201,2,1
un,0.018374511562884815,0.8921749669561201,2,1
unacceptably,0.018374511562884815,0.8921749669561201,2,1
unchecked,0.018374511562884815,0.8921749669561201,2,1
underlines,0.018374511562884815,0.8921749669561201,2,1
understood,0.018374511562884815,0.8921749669561201,2,1
unfold,0.018374511562884815,0.8921749669561201,2,1
universities,0.018374511562884815,0.8921749669561201,2,1
unlock,0.018374511562884815,0.8921749669561201,2,1
updating,0.018374511562884815,0.8921749669561201,2,1
vacuum,0.018374511562884815,0.8921749669561201,2,1
verbal,0.018374511562884815,0.8921749669561201,2,1
voiced,0.018374511562884815,0.8921749669561201,2,1
volatile,0.018374511562884815,0.8921749669561201,2,1
volatility,0.018374511562884815,0.8921749669561201,2,1
wards,0.018374511562884815,0.8921749669561201,2,1
wealth,0.018374511562884815,0.8921749669561201,2,1
wholeheartedly,0.018374511562884815,0.8921749669561201,2,1
wondering,0.018374511562884815,0.8921749669561201,2,1
worst-case,0.018374511562884815,0.8921749669561201,2,1
worthy,0.018374511562884815,0.8921749669561201,2,1
wound,0.018374511562884815,0.8921749669561201,2,1
yugoslavia,0.018374511562884815,0.8921749669561201,2,1
zhytomyr,0.018374511562884815,0.8921749669561201,2,1
numerous,0.017948042572720636,0.8934260560433137,30,17
duty,0.015522052025819626,0.9008501030146459,23,13
head,0.015522052025819626,0.9008501030146459,23,13
fact,0.015457569116265989,0.9010552042639199,114,66
engaged,0.01329887871632803,0.9081908804993192,16,9
losses,0.01329887871632803,0.9081908804993192,16,9
eastern,0.013278163357876027,0.9082620966772279,35,20
established,0.012496478965715058,0.9109917790457117,47,27
continues,0.01236245854334394,0.9114683826593223,194,113
supports,0.01228086617323896,0.9117598231890626,59,34
convoys,0.011756033034667818,0.9136583791930916,9,5
foremost,0.011756033034667818,0.9136583791930916,9,5
households,0.011756033034667818,0.9136583791930916,9,5
priorities,0.011756033034667818,0.9136583791930916,9,5
stage,0.011756033034667818,0.9136583791930916,9,5
thought,0.011756033034667818,0.9136583791930916,9,5
traumatized,0.011756033034667818,0.9136583791930916,9,5
unbearable,0.011756033034667818,0.9136583791930916,9,5
gender,0.010622056633561533,0.9179126828387089,28,16
violence,0.010599570412266978,0.9179993088180682,279,163
grow,0.007966186967348663,0.9288804494539731,21,12
cease,0.006574459474549634,0.9353759129070937,74,43
accumulated,0.005877849612222759,0.938888349912871,5,2
accurate,0.005877849612222759,0.938888349912871,5,2
aftermath,0.005877849612222759,0.938888349912871,5,2
american,0.005877849612222759,0.938888349912871,5,2
attending,0.005877849612222759,0.938888349912871,5,2
bilohorivka,0.005877849612222759,0.938888349912871,5,2
breadbasket,0.005877849612222759,0.938888349912871,5,2
budapest,0.005877849612222759,0.938888349912871,5,2
charged,0.005877849612222759,0.938888349912871,5,2
combined,0.005877849612222759,0.938888349912871,5,2
compounding,0.005877849612222759,0.938888349912871,5,2
continuity,0.005877849612222759,0.938888349912871,5,2
decreased,0.005877849612222759,0.938888349912871,5,2
defends,0.005877849612222759,0.938888349912871,5,2
destined,0.005877849612222759,0.938888349912871,5,2
devoted,0.005877849612222759,0.938888349912871,5,2
emerged,0.005877849612222759,0.938888349912871,5,2
employment,0.005877849612222759,0.938888349912871,5,2
eye,0.005877849612222759,0.938888349912871,5,2
fallout,0.005877849612222759,0.938888349912871,5,2
fatalities,0.005877849612222759,0.938888349912871,5,2
freedoms,0.005877849612222759,0.938888349912871,5,2
fundamentally,0.005877849612222759,0.938888349912871,5,2
guardians,0.005877849612222759,0.938888349912871,5,2
insurance,0.005877849612222759,0.938888349912871,5,2
intimidation,0.005877849612222759,0.938888349912871,5,2
lend,0.005877849612222759,0.938888349912871,5,2
lift,0.005877849612222759,0.938888349912871,5,2
loaded,0.005877849612222759,0.938888349912871,5,2
murdered,0.005877849612222759,0.938888349912871,5,2
nationalities,0.005877849612222759,0.938888349912871,5,2
natural,0.005877849612222759,0.938888349912871,5,2
observer,0.005877849612222759,0.938888349912871,5,2
partially,0.005877849612222759,0.938888349912871,5,2
processing,0.005877849612222759,0.938888349912871,5,2
pushed,0.005877849612222759,0.938888349912871,5,2
rate,0.005877849612222759,0.938888349912871,5,2
referring,0.005877849612222759,0.938888349912871,5,2
registration,0.005877849612222759,0.938888349912871,5,2
resolved,0.005877849612222759,0.938888349912871,5,2
rolling,0.005877849612222759,0.938888349912871,5,2
scars,0.005877849612222759,0.938888349912871,5,2
scenes,0.005877849612222759,0.938888349912871,5,2
separation,0.005877849612222759,0.938888349912871,5,2
sharing,0.005877849612222759,0.938888349912871,5,2
spreading,0.005877849612222759,0.938888349912871,5,2
sunday,0.005877849612222759,0.938888349912871,5,2
supplying,0.005877849612222759,0.938888349912871,5,2
supporters,0.005877849612222759,0.938888349912871,5,2
technological,0.005877849612222759,0.938888349912871,5,2
transporting,0.005877849612222759,0.938888349912871,5,2
unheeded,0.005877849612222759,0.938888349912871,5,2
verification,0.005877849612222759,0.938888349912871,5,2
void,0.005877849612222759,0.938888349912871,5,2
volunteers,0.005877849612222759,0.938888349912871,5,2
weaken,0.005877849612222759,0.938888349912871,5,2
works,0.005877849612222759,0.938888349912871,5,2
raised,0.005310554327502609,0.941906741801873,14,8
threatened,0.005310554327502609,0.941906741801873,14,8
catastrophe,0.005150014415977597,0.9427900403660375,38,22
party,0.004913565986809628,0.9441165874594845,26,15
response,0.0043141324826927755,0.9476309587831562,130,76
applied,0.0026551586822942167,0.9589046059279119,7,4
detainees,0.0026551586822942167,0.9589046059279119,7,4
far-reaching,0.0026551586822942167,0.9589046059279119,7,4
forcefully,0.0026551586822942167,0.9589046059279119,7,4
founded,0.0026551586822942167,0.9589046059279119,7,4
futures,0.0026551586822942167,0.9589046059279119,7,4
instrumental,0.0026551586822942167,0.9589046059279119,7,4
operational,0.0026551586822942167,0.9589046059279119,7,4
propose,0.0026551586822942167,0.9589046059279119,7,4
secured,0.0026551586822942167,0.9589046059279119,7,4
testimonies,0.0026551586822942167,0.9589046059279119,7,4
thoughts,0.0026551586822942167,0.9589046059279119,7,4
twenty-first,0.0026551586822942167,0.9589046059279119,7,4
wonder,0.0026551586822942167,0.9589046059279119,7,4
prevail,0.00257469382095897,0.9595315541292957,19,11
significantly,0.00257469382095897,0.9595315541292957,19,11
timely,0.00257469382095897,0.9595315541292957,19,11
actively,0.001205555667056313,0.9723021255769394,24,14
period,0.001205555667056313,0.9723021255769394,24,14
provide,6.894875243080233e-4,0.9790514791580538,170,100
benefits,6.027313742124355e-4,0.9804134324192293,12,7
ended,6.027313742124355e-4,0.9804134324192293,12,7
establishing,6.027313742124355e-4,0.9804134324192293,12,7
expense,6.027313742124355e-4,0.9804134324192293,12,7
focused,6.027313742124355e-4,0.9804134324192293,12,7
reparations,6.027313742124355e-4,0.9804134324192293,12,7
indiscriminate,2.7561370038286706e-4,0.986754434236123,68,40
allowing,6.888078376968249e-5,0.9933780771619769,17,10
extended,6.888078376968249e-5,0.9933780771619769,17,10
functioning,6.888078376968249e-5,0.9933780771619769,17,10
directly,8.065366842461467e-6,0.9977340436457721,39,23
available,-1.6667287806615598e-4,0.9896994488081131,27,16
conducted,-1.6667287806615598e-4,0.9896994488081131,27,16
120-day,-2.550976629461629e-4,0.9872569074541138,2,2
abating,-2.550976629461629e-4,0.9872569074541138,2,2
acknowledges,-2.550976629461629e-4,0.9872569074541138,2,2
acutely,-2.550976629461629e-4,0.9872569074541138,2,2
admiration,-2.550976629461629e-4,0.9872569074541138,2,2
agrees,-2.550976629461629e-4,0.9872569074541138,2,2
amplifying,-2.550976629461629e-4,0.9872569074541138,2,2
applauds,-2.550976629461629e-4,0.9872569074541138,2,2
approval,-2.550976629461629e-4,0.9872569074541138,2,2
banking,-2.550976629461629e-4,0.9872569074541138,2,2
boost,-2.550976629461629e-4,0.9872569074541138,2,2
broadest,-2.550976629461629e-4,0.9872569074541138,2,2
civilization,-2.550976629461629e-4,0.9872569074541138,2,2
clothing,-2.550976629461629e-4,0.9872569074541138,2,2
comparison,-2.550976629461629e-4,0.9872569074541138,2,2
competition,-2.550976629461629e-4,0.9872569074541138,2,2
compromising,-2.550976629461629e-4,0.9872569074541138,2,2
concludes,-2.550976629461629e-4,0.9872569074541138,2,2
condemnations,-2.550976629461629e-4,0.9872569074541138,2,2
conferred,-2.550976629461629e-4,0.9872569074541138,2,2
confined,-2.550976629461629e-4,0.9872569074541138,2,2
confront,-2.550976629461629e-4,0.9872569074541138,2,2
contravention,-2.550976629461629e-4,0.9872569074541138,2,2
cooking,-2.550976629461629e-4,0.9872569074541138,2,2
covid-19,-2.550976629461629e-4,0.9872569074541138,2,2
crushed,-2.550976629461629e-4,0.9872569074541138,2,2
cutting,-2.550976629461629e-4,0.9872569074541138,2,2
debilitating,-2.550976629461629e-4,0.9872569074541138,2,2
deploying,-2.550976629461629e-4,0.9872569074541138,2,2
diminish,-2.550976629461629e-4,0.9872569074541138,2,2
discharging,-2.550976629461629e-4,0.9872569074541138,2,2
distributed,-2.550976629461629e-4,0.9872569074541138,2,2
doubts,-2.550976629461629e-4,0.9872569074541138,2,2
drag,-2.550976629461629e-4,0.9872569074541138,2,2
duly,-2.550976629461629e-4,0.9872569074541138,2,2
edge,-2.550976629461629e-4,0.9872569074541138,2,2
eighteen,-2.550976629461629e-4,0.9872569074541138,2,2
emine,-2.550976629461629e-4,0.9872569074541138,2,2
equitable,-2.550976629461629e-4,0.9872569074541138,2,2
erode,-2.550976629461629e-4,0.9872569074541138,2,2
ethnicity,-2.550976629461629e-4,0.9872569074541138,2,2
everyone's,-2.550976629461629e-4,0.9872569074541138,2,2
excess,-2.550976629461629e-4,0.9872569074541138,2,2
exemplary,-2.550976629461629e-4,0.9872569074541138,2,2
expires,-2.550976629461629e-4,0.9872569074541138,2,2
forthcoming,-2.550976629461629e-4,0.9872569074541138,2,2
frightening,-2.550976629461629e-4,0.9872569074541138,2,2
galvanize,-2.550976629461629e-4,0.9872569074541138,2,2
gaps,-2.550976629461629e-4,0.9872569074541138,2,2
gender-sensitive,-2.550976629461629e-4,0.9872569074541138,2,2
govern,-2.550976629461629e-4,0.9872569074541138,2,2
governors,-2.550976629461629e-4,0.9872569074541138,2,2
grief,-2.550976629461629e-4,0.9872569074541138,2,2
groundwork,-2.550976629461629e-4,0.9872569074541138,2,2
haven,-2.550976629461629e-4,0.9872569074541138,2,2
heal,-2.550976629461629e-4,0.9872569074541138,2,2
helpful,-2.550976629461629e-4,0.9872569074541138,2,2
hopefully,-2.550976629461629e-4,0.9872569074541138,2,2
hubs,-2.550976629461629e-4,0.9872569074541138,2,2
ilze,-2.550976629461629e-4,0.9872569074541138,2,2
impediment,-2.550976629461629e-4,0.9872569074541138,2,2
inalienable,-2.550976629461629e-4,0.9872569074541138,2,2
initiate,-2.550976629461629e-4,0.9872569074541138,2,2
inspectors,-2.550976629461629e-4,0.9872569074541138,2,2
involves,-2.550976629461629e-4,0.9872569074541138,2,2
irreversible,-2.550976629461629e-4,0.9872569074541138,2,2
jared,-2.550976629461629e-4,0.9872569074541138,2,2
jeopardizing,-2.550976629461629e-4,0.9872569074541138,2,2
khazin's,-2.550976629461629e-4,0.9872569074541138,2,2
lacking,-2.550976629461629e-4,0.9872569074541138,2,2
legacy,-2.550976629461629e-4,0.9872569074541138,2,2
lethal,-2.550976629461629e-4,0.9872569074541138,2,2
likewise,-2.550976629461629e-4,0.9872569074541138,2,2
liubov,-2.550976629461629e-4,0.9872569074541138,2,2
malicious,-2.550976629461629e-4,0.9872569074541138,2,2
mariano,-2.550976629461629e-4,0.9872569074541138,2,2
mediterranean,-2.550976629461629e-4,0.9872569074541138,2,2
missed,-2.550976629461629e-4,0.9872569074541138,2,2
motivated,-2.550976629461629e-4,0.9872569074541138,2,2
moves,-2.550976629461629e-4,0.9872569074541138,2,2
myanmar,-2.550976629461629e-4,0.9872569074541138,2,2
narrowly,-2.550976629461629e-4,0.9872569074541138,2,2
newborns,-2.550976629461629e-4,0.9872569074541138,2,2
non-negotiable,-2.550976629461629e-4,0.9872569074541138,2,2
notion,-2.550976629461629e-4,0.9872569074541138,2,2
occurs,-2.550976629461629e-4,0.9872569074541138,2,2
oppose,-2.550976629461629e-4,0.9872569074541138,2,2
parameters,-2.550976629461629e-4,0.9872569074541138,2,2
peninsula,-2.550976629461629e-4,0.9872569074541138,2,2
peril,-2.550976629461629e-4,0.9872569074541138,2,2
phase,-2.550976629461629e-4,0.9872569074541138,2,2
pleasure,-2.550976629461629e-4,0.9872569074541138,2,2
pool,-2.550976629461629e-4,0.9872569074541138,2,2
portion,-2.550976629461629e-4,0.9872569074541138,2,2
post-conflict,-2.550976629461629e-4,0.9872569074541138,2,2
proceeding,-2.550976629461629e-4,0.9872569074541138,2,2
procurement,-2.550976629461629e-4,0.9872569074541138,2,2
provoked,-2.550976629461629e-4,0.9872569074541138,2,2
provoking,-2.550976629461629e-4,0.9872569074541138,2,2
rarely,-2.550976629461629e-4,0.9872569074541138,2,2
rejection,-2.550976629461629e-4,0.9872569074541138,2,2
retaliation,-2.550976629461629e-4,0.9872569074541138,2,2
reunification,-2.550976629461629e-4,0.9872569074541138,2,2
review,-2.550976629461629e-4,0.9872569074541138,2,2
rigorously,-2.550976629461629e-4,0.9872569074541138,2,2
roll,-2.550976629461629e-4,0.9872569074541138,2,2
runs,-2.550976629461629e-4,0.9872569074541138,2,2
sabotage,-2.550976629461629e-4,0.9872569074541138,2,2
schoolchildren,-2.550976629461629e-4,0.9872569074541138,2,2
scrutiny,-2.550976629461629e-4,0.9872569074541138,2,2
shaken,-2.550976629461629e-4,0.9872569074541138,2,2
shed,-2.550976629461629e-4,0.9872569074541138,2,2
significance,-2.550976629461629e-4,0.9872569074541138,2,2
sincerity,-2.550976629461629e-4,0.9872569074541138,2,2
slowly,-2.550976629461629e-4,0.9872569074541138,2,2
stewardship,-2.550976629461629e-4,0.9872569074541138,2,2
stockpiling,-2.550976629461629e-4,0.9872569074541138,2,2
storm,-2.550976629461629e-4,0.9872569074541138,2,2
strip,-2.550976629461629e-4,0.9872569074541138,2,2
substitute,-2.550976629461629e-4,0.9872569074541138,2,2
taught,-2.550976629461629e-4,0.9872569074541138,2,2
tendency,-2.550976629461629e-4,0.9872569074541138,2,2
testament,-2.550976629461629e-4,0.9872569074541138,2,2
thereof,-2.550976629461629e-4,0.9872569074541138,2,2
tolerance,-2.550976629461629e-4,0.9872569074541138,2,2
transform,-2.550976629461629e-4,0.9872569074541138,2,2
translated,-2.550976629461629e-4,0.9872569074541138,2,2
trigger,-2.550976629461629e-4,0.9872569074541138,2,2
triggering,-2.550976629461629e-4,0.9872569074541138,2,2
underestimate,-2.550976629461629e-4,0.9872569074541138,2,2
underpin,-2.550976629461629e-4,0.9872569074541138,2,2
v,-2.550976629461629e-4,0.9872569074541138,2,2
visible,-2.550976629461629e-4,0.9872569074541138,2,2
vividly,-2.550976629461629e-4,0.9872569074541138,2,2
worship,-2.550976629461629e-4,0.9872569074541138,2,2
explosive,-4.3270178693128664e-4,0.9834040129702121,32,19
assets,-5.102036041515696e-4,0.9819791656714175,5,3
attitude,-5.102036041515696e-4,0.9819791656714175,5,3
blue,-5.102036041515696e-4,0.9819791656714175,5,3
christmas,-5.102036041515696e-4,0.9819791656714175,5,3
devastated,-5.102036041515696e-4,0.9819791656714175,5,3
disabled,-5.102036041515696e-4,0.9819791656714175,5,3
faces,-5.102036041515696e-4,0.9819791656714175,5,3
forever,-5.102036041515696e-4,0.9819791656714175,5,3
forgotten,-5.102036041515696e-4,0.9819791656714175,5,3
games,-5.102036041515696e-4,0.9819791656714175,5,3
helps,-5.102036041515696e-4,0.9819791656714175,5,3
ill,-5.102036041515696e-4,0.9819791656714175,5,3
multidimensional,-5.102036041515696e-4,0.9819791656714175,5,3
occurring,-5.102036041515696e-4,0.9819791656714175,5,3
organization's,-5.102036041515696e-4,0.9819791656714175,5,3
pass,-5.102036041515696e-4,0.9819791656714175,5,3
project,-5.102036041515696e-4,0.9819791656714175,5,3
relative,-5.102036041515696e-4,0.9819791656714175,5,3
rome,-5.102036041515696e-4,0.9819791656714175,5,3
saved,-5.102036041515696e-4,0.9819791656714175,5,3
self-determination,-5.102036041515696e-4,0.9819791656714175,5,3
serves,-5.102036041515696e-4,0.9819791656714175,5,3
settle,-5.102036041515696e-4,0.9819791656714175,5,3
snow,-5.102036041515696e-4,0.9819791656714175,5,3
t,-5.102036041515696e-4,0.9819791656714175,5,3
termination,-5.102036041515696e-4,0.9819791656714175,5,3
theatres,-5.102036041515696e-4,0.9819791656714175,5,3
tragedies,-5.102036041515696e-4,0.9819791656714175,5,3
treat,-5.102036041515696e-4,0.9819791656714175,5,3
unanimous,-5.102036041515696e-4,0.9819791656714175,5,3
wait,-5.102036041515696e-4,0.9819791656714175,5,3
concept,-7.653178240191876e-4,0.9779298348602747,7,5
extending,-7.653178240191876e-4,0.9779298348602747,7,5
pursued,-7.653178240191876e-4,0.9779298348602747,7,5
relation,-7.653178240191876e-4,0.9779298348602747,7,5
test,-7.653178240191876e-4,0.9779298348602747,7,5
validity,-7.653178240191876e-4,0.9779298348602747,7,5
abdi,-0.0010204403229520102,0.9745164451396285,10,6
clements,-0.0010204403229520102,0.9745164451396285,10,6
condemning,-0.0010204403229520102,0.9745164451396285,10,6
counter,-0.0010204403229520102,0.9745164451396285,10,6
easily,-0.0010204403229520102,0.9745164451396285,10,6
elements,-0.0010204403229520102,0.9745164451396285,10,6
methods,-0.0010204403229520102,0.9745164451396285,10,6
much-needed,-0.0010204403229520102,0.9745164451396285,10,6
perhaps,-0.0010204403229520102,0.9745164451396285,10,6
prohibits,-0.0010204403229520102,0.9745164451396285,10,6
shipping,-0.0010204403229520102,0.9745164451396285,10,6
vitorino,-0.0010204403229520102,0.9745164451396285,10,6
votes,-0.0010204403229520102,0.9745164451396285,10,6
adopted,-0.0011850058075164012,0.9725391147067146,69,41
neither,-0.0015307101596253746,0.968791294239254,15,9
participants,-0.0015307101596253746,0.968791294239254,15,9
presidential,-0.0015307101596253746,0.968791294239254,15,9
subjected,-0.0015307101596253746,0.968791294239254,15,9
danger,-0.002041013117396134,0.9639657700137297,20,12
prevention,-0.002041013117396134,0.9639657700137297,20,12
slovakia,-0.002041013117396134,0.9639657700137297,20,12
worse,-0.002551349199489178,0.9597152779005064,25,15
main,-0.0030617184091298157,0.9558733340594192,30,18
signed,-0.0030617184091298157,0.9558733340594192,30,18
unacceptable,-0.003318354438913863,0.954063139551267,67,40
presence,-0.0040825562239572,0.9490539257926709,40,24
additional,-0.006635230718960772,0.9350785794316925,65,39
unfolding,-0.00829140560765132,0.9274471759414575,18,11
via,-0.00829140560765132,0.9274471759414575,18,11
plants,-0.008491555352710541,0.926579152626152,28,17
voting,-0.008491555352710541,0.926579152626152,28,17
besieged,-0.00866040843532794,0.9258548498121262,13,8
broad,-0.00866040843532794,0.9258548498121262,13,8
expression,-0.00866040843532794,0.9258548498121262,13,8
sending,-0.00866040843532794,0.9258548498121262,13,8
framework,-0.009122420733618943,0.9239086640246443,38,23
abandoned,-0.010111816701283917,0.9199017124462869,8,5
alarm,-0.010111816701283917,0.9199017124462869,8,5
approaching,-0.010111816701283917,0.9199017124462869,8,5
capabilities,-0.010111816701283917,0.9199017124462869,8,5
coercion,-0.010111816701283917,0.9199017124462869,8,5
disasters,-0.010111816701283917,0.9199017124462869,8,5
ethnic,-0.010111816701283917,0.9199017124462869,8,5
foundations,-0.010111816701283917,0.9199017124462869,8,5
included,-0.010111816701283917,0.9199017124462869,8,5
intended,-0.010111816701283917,0.9199017124462869,8,5
observe,-0.010111816701283917,0.9199017124462869,8,5
summary,-0.010111816701283917,0.9199017124462869,8,5
triggered,-0.010111816701283917,0.9199017124462869,8,5
aggravated,-0.012145399797346426,0.9122458695215304,5,4
ambitious,-0.012145399797346426,0.9122458695215304,5,4
analysis,-0.012145399797346426,0.9122458695215304,5,4
assessed,-0.012145399797346426,0.9122458695215304,5,4
battle,-0.012145399797346426,0.9122458695215304,5,4
benefited,-0.012145399797346426,0.9122458695215304,5,4
briefed,-0.012145399797346426,0.9122458695215304,5,4
cuts,-0.012145399797346426,0.9122458695215304,5,4
experiencing,-0.012145399797346426,0.9122458695215304,5,4
falls,-0.012145399797346426,0.9122458695215304,5,4
food-insecure,-0.012145399797346426,0.9122458695215304,5,4
identify,-0.012145399797346426,0.9122458695215304,5,4
passes,-0.012145399797346426,0.9122458695215304,5,4
precarious,-0.012145399797346426,0.9122458695215304,5,4
programme's,-0.012145399797346426,0.9122458695215304,5,4
pursuant,-0.012145399797346426,0.9122458695215304,5,4
raise,-0.012145399797346426,0.9122458695215304,5,4
recognizing,-0.012145399797346426,0.9122458695215304,5,4
respectively,-0.012145399797346426,0.9122458695215304,5,4
sima,-0.012145399797346426,0.9122458695215304,5,4
unimaginable,-0.012145399797346426,0.9122458695215304,5,4
vulnerable,-0.015320526097939925,0.9014925455801465,150,90
visit,-0.01653583879566042,0.8976806927221616,41,25
step,-0.017254167083986024,0.8954943914226229,61,37
immense,-0.017322292543624183,0.8952894685809858,26,16
places,-0.017322292543624183,0.8952894685809858,26,16
abyss,-0.017841017488782886,0.8937423932227481,3,2
achievements,-0.017841017488782886,0.8937423932227481,3,2
advancing,-0.017841017488782886,0.8937423932227481,3,2
affirms,-0.017841017488782886,0.8937423932227481,3,2
alice,-0.017841017488782886,0.8937423932227481,3,2
aptly,-0.017841017488782886,0.8937423932227481,3,2
arguments,-0.017841017488782886,0.8937423932227481,3,2
artificially,-0.017841017488782886,0.8937423932227481,3,2
automatic,-0.017841017488782886,0.8937423932227481,3,2
barbara,-0.017841017488782886,0.8937423932227481,3,2
bright,-0.017841017488782886,0.8937423932227481,3,2
cared,-0.017841017488782886,0.8937423932227481,3,2
charles,-0.017841017488782886,0.8937423932227481,3,2
chart,-0.017841017488782886,0.8937423932227481,3,2
chief,-0.017841017488782886,0.8937423932227481,3,2
chornobyl,-0.017841017488782886,0.8937423932227481,3,2
co-sponsored,-0.017841017488782886,0.8937423932227481,3,2
commending,-0.017841017488782886,0.8937423932227481,3,2
compact,-0.017841017488782886,0.8937423932227481,3,2
consent,-0.017841017488782886,0.8937423932227481,3,2
continents,-0.017841017488782886,0.8937423932227481,3,2
cornerstone,-0.017841017488782886,0.8937423932227481,3,2
cries,-0.017841017488782886,0.8937423932227481,3,2
critically,-0.017841017488782886,0.8937423932227481,3,2
deadliest,-0.017841017488782886,0.8937423932227481,3,2
deepens,-0.017841017488782886,0.8937423932227481,3,2
detriment,-0.017841017488782886,0.8937423932227481,3,2
dicarlo's,-0.017841017488782886,0.8937423932227481,3,2
disorder,-0.017841017488782886,0.8937423932227481,3,2
dispatched,-0.017841017488782886,0.8937423932227481,3,2
dissemination,-0.017841017488782886,0.8937423932227481,3,2
distinct,-0.017841017488782886,0.8937423932227481,3,2
doubled,-0.017841017488782886,0.8937423932227481,3,2
environments,-0.017841017488782886,0.8937423932227481,3,2
exacerbates,-0.017841017488782886,0.8937423932227481,3,2
fastest-growing,-0.017841017488782886,0.8937423932227481,3,2
figure,-0.017841017488782886,0.8937423932227481,3,2
floods,-0.017841017488782886,0.8937423932227481,3,2
fuelling,-0.017841017488782886,0.8937423932227481,3,2
harms,-0.017841017488782886,0.8937423932227481,3,2
hotspots,-0.017841017488782886,0.8937423932227481,3,2
idly,-0.017841017488782886,0.8937423932227481,3,2
illustrates,-0.017841017488782886,0.8937423932227481,3,2
improving,-0.017841017488782886,0.8937423932227481,3,2
interim,-0.017841017488782886,0.8937423932227481,3,2
interpreted,-0.017841017488782886,0.8937423932227481,3,2
introduced,-0.017841017488782886,0.8937423932227481,3,2
investment,-0.017841017488782886,0.8937423932227481,3,2
