feature,chi2,p,n_target,n_reference
highlights,0.7379405219613744,0.39032140207121124,6,1
humiliation,0.7379405219613744,0.39032140207121124,6,1
indications,0.7379405219613744,0.39032140207121124,6,1
intelligence,0.7379405219613744,0.39032140207121124,6,1
invited,0.7379405219613744,0.39032140207121124,6,1
journalist,0.7379405219613744,0.39032140207121124,6,1
joyful,0.7379405219613744,0.39032140207121124,6,1
lot,0.7379405219613744,0.39032140207121124,6,1
love,0.7379405219613744,0.39032140207121124,6,1
manipulate,0.7379405219613744,0.39032140207121124,6,1
mercenaries,0.7379405219613744,0.39032140207121124,6,1
militarily,0.7379405219613744,0.39032140207121124,6,1
museums,0.7379405219613744,0.39032140207121124,6,1
outright,0.7379405219613744,0.39032140207121124,6,1
pulled,0.7379405219613744,0.39032140207121124,6,1
quick,0.7379405219613744,0.39032140207121124,6,1
requests,0.7379405219613744,0.39032140207121124,6,1
retreat,0.7379405219613744,0.39032140207121124,6,1
risen,0.7379405219613744,0.39032140207121124,6,1
robbed,0.7379405219613744,0.39032140207121124,6,1
summer,0.7379405219613744,0.39032140207121124,6,1
surprised,0.7379405219613744,0.39032140207121124,6,1
symbol,0.7379405219613744,0.39032140207121124,6,1
travelled,0.7379405219613744,0.39032140207121124,6,1
warrant,0.7379405219613744,0.39032140207121124,6,1
front,0.7300127582676331,0.3928790530717923,54,26
march,0.7255270359947569,0.3943369037218637,67,33
can,0.7061733493710765,0.4007171016662452,414,228
born,0.701539702445125,0.40226681507986395,11,4
deserves,0.701539702445125,0.40226681507986395,11,4
fired,0.701539702445125,0.40226681507986395,11,4
ministers,0.701539702445125,0.40226681507986395,11,4
missing,0.701539702445125,0.40226681507986395,11,4
probably,0.701539702445125,0.40226681507986395,11,4
pursuing,0.701539702445125,0.40226681507986395,11,4
represents,0.701539702445125,0.40226681507986395,11,4
reproductive,0.701539702445125,0.40226681507986395,11,4
showed,0.701539702445125,0.40226681507986395,11,4
widely,0.701539702445125,0.40226681507986395,11,4
far,0.6856349494052799,0.40765307650816207,96,49
witnessed,0.6833575666356916,0.4084329502994992,29,13
demonstrates,0.6723140514022636,0.4122459849578083,13,5
dramatic,0.6723140514022636,0.4122459849578083,13,5
findings,0.6723140514022636,0.4122459849578083,13,5
involvement,0.6723140514022636,0.4122459849578083,13,5
rely,0.6723140514022636,0.4122459849578083,13,5
showing,0.6723140514022636,0.4122459849578083,13,5
witness,0.6723140514022636,0.4122459849578083,13,5
along,0.6606615033464288,0.41632650483765976,46,22
east,0.6606615033464288,0.41632650483765976,46,22
actual,0.6566906597664842,0.4177307016609034,15,6
brief,0.6566906597664842,0.4177307016609034,15,6
escape,0.6566906597664842,0.4177307016609034,15,6
justify,0.6566906597664842,0.4177307016609034,15,6
low,0.6566906597664842,0.4177307016609034,15,6
release,0.6566906597664842,0.4177307016609034,15,6
something,0.6566906597664842,0.4177307016609034,15,6
tomorrow,0.6560279856660941,0.4179657258915963,23,10
vote,0.6526177209844765,0.41917832791448273,59,29
separated,0.6506286053898505,0.4198880263673763,21,9
keeping,0.6495688480447294,0.4202668697933172,17,7
preserve,0.6495688480447294,0.4202668697933172,17,7
practices,0.6481149054147832,0.4207874573511111,19,8
sign,0.6481149054147832,0.4207874573511111,19,8
thereby,0.6481149054147832,0.4207874573511111,19,8
abduction,0.6288023751296513,0.4277949511025215,8,2
capable,0.6288023751296513,0.4277949511025215,8,2
changing,0.6288023751296513,0.4277949511025215,8,2
citizen,0.6288023751296513,0.4277949511025215,8,2
commanders,0.6288023751296513,0.4277949511025215,8,2
companies,0.6288023751296513,0.4277949511025215,8,2
concessions,0.6288023751296513,0.4277949511025215,8,2
contaminated,0.6288023751296513,0.4277949511025215,8,2
details,0.6288023751296513,0.4277949511025215,8,2
deter,0.6288023751296513,0.4277949511025215,8,2
endured,0.6288023751296513,0.4277949511025215,8,2
integral,0.6288023751296513,0.4277949511025215,8,2
leaves,0.6288023751296513,0.4277949511025215,8,2
nutrition,0.6288023751296513,0.4277949511025215,8,2
oblasts,0.6288023751296513,0.4277949511025215,8,2
orders,0.6288023751296513,0.4277949511025215,8,2
perceived,0.6288023751296513,0.4277949511025215,8,2
relatives,0.6288023751296513,0.4277949511025215,8,2
released,0.6288023751296513,0.4277949511025215,8,2
repeating,0.6288023751296513,0.4277949511025215,8,2
sustain,0.6288023751296513,0.4277949511025215,8,2
totally,0.6288023751296513,0.4277949511025215,8,2
training,0.6288023751296513,0.4277949511025215,8,2
vessel,0.6288023751296513,0.4277949511025215,8,2
warsaw,0.6288023751296513,0.4277949511025215,8,2
wednesday,0.6288023751296513,0.4277949511025215,8,2
black,0.62847698593431,0.42791451634029387,286,156
"1,000-square-metre",0.5901864193008675,0.4423470405858533,1,0
10-step,0.5901864193008675,0.4423470405858533,1,0
105th,0.5901864193008675,0.4423470405858533,1,0
11-year-old,0.5901864193008675,0.4423470405858533,1,0
118th,0.5901864193008675,0.4423470405858533,1,0
14-year-old,0.5901864193008675,0.4423470405858533,1,0
17-year,0.5901864193008675,0.4423470405858533,1,0
177-178,0.5901864193008675,0.4423470405858533,1,0
1930s,0.5901864193008675,0.4423470405858533,1,0
1932–1933,0.5901864193008675,0.4423470405858533,1,0
1940s,0.5901864193008675,0.4423470405858533,1,0
1970s,0.5901864193008675,0.4423470405858533,1,0
2021-2024,0.5901864193008675,0.4423470405858533,1,0
22-year-old,0.5901864193008675,0.4423470405858533,1,0
"25,000-strong",0.5901864193008675,0.4423470405858533,1,0
25-year-old,0.5901864193008675,0.4423470405858533,1,0
3-month-old,0.5901864193008675,0.4423470405858533,1,0
31august,0.5901864193008675,0.4423470405858533,1,0
31k,0.5901864193008675,0.4423470405858533,1,0
31p,0.5901864193008675,0.4423470405858533,1,0
348th,0.5901864193008675,0.4423470405858533,1,0
36-year-old,0.5901864193008675,0.4423470405858533,1,0
48-hour,0.5901864193008675,0.4423470405858533,1,0
500-day,0.5901864193008675,0.4423470405858533,1,0
6-years-old,0.5901864193008675,0.4423470405858533,1,0
77-year,0.5901864193008675,0.4423470405858533,1,0
91-year-old,0.5901864193008675,0.4423470405858533,1,0
95ms,0.5901864193008675,0.4423470405858533,1,0
95th,0.5901864193008675,0.4423470405858533,1,0
96-year-old,0.5901864193008675,0.4423470405858533,1,0
aachen,0.5901864193008675,0.4423470405858533,1,0
abstract,0.5901864193008675,0.4423470405858533,1,0
absurdities,0.5901864193008675,0.4423470405858533,1,0
absurdly,0.5901864193008675,0.4423470405858533,1,0
abundant,0.5901864193008675,0.4423470405858533,1,0
academics,0.5901864193008675,0.4423470405858533,1,0
acceding,0.5901864193008675,0.4423470405858533,1,0
acceptance,0.5901864193008675,0.4423470405858533,1,0
accession,0.5901864193008675,0.4423470405858533,1,0
acclaim,0.5901864193008675,0.4423470405858533,1,0
accompanies,0.5901864193008675,0.4423470405858533,1,0
accompanying,0.5901864193008675,0.4423470405858533,1,0
accomplis,0.5901864193008675,0.4423470405858533,1,0
accounted,0.5901864193008675,0.4423470405858533,1,0
accredited,0.5901864193008675,0.4423470405858533,1,0
accuses,0.5901864193008675,0.4423470405858533,1,0
achievable,0.5901864193008675,0.4423470405858533,1,0
acknowledged1,0.5901864193008675,0.4423470405858533,1,0
acolyte,0.5901864193008675,0.4423470405858533,1,0
acquis,0.5901864193008675,0.4423470405858533,1,0
acreage,0.5901864193008675,0.4423470405858533,1,0
adapt,0.5901864193008675,0.4423470405858533,1,0
addictive,0.5901864193008675,0.4423470405858533,1,0
addicts,0.5901864193008675,0.4423470405858533,1,0
addressee,0.5901864193008675,0.4423470405858533,1,0
adeptly,0.5901864193008675,0.4423470405858533,1,0
adhered,0.5901864193008675,0.4423470405858533,1,0
adhesion,0.5901864193008675,0.4423470405858533,1,0
adjunct,0.5901864193008675,0.4423470405858533,1,0
admired,0.5901864193008675,0.4423470405858533,1,0
admiring,0.5901864193008675,0.4423470405858533,1,0
admission,0.5901864193008675,0.4423470405858533,1,0
admissions,0.5901864193008675,0.4423470405858533,1,0
admits,0.5901864193008675,0.4423470405858533,1,0
admitting,0.5901864193008675,0.4423470405858533,1,0
adoptive,0.5901864193008675,0.4423470405858533,1,0
adult,0.5901864193008675,0.4423470405858533,1,0
advantages,0.5901864193008675,0.4423470405858533,1,0
adventure,0.5901864193008675,0.4423470405858533,1,0
adventurist,0.5901864193008675,0.4423470405858533,1,0
advised,0.5901864193008675,0.4423470405858533,1,0
advising,0.5901864193008675,0.4423470405858533,1,0
aegis,0.5901864193008675,0.4423470405858533,1,0
aeroplane,0.5901864193008675,0.4423470405858533,1,0
aeroplanes,0.5901864193008675,0.4423470405858533,1,0
aesthetics,0.5901864193008675,0.4423470405858533,1,0
affiliates,0.5901864193008675,0.4423470405858533,1,0
afghans,0.5901864193008675,0.4423470405858533,1,0
afternoon's,0.5901864193008675,0.4423470405858533,1,0
afterward,0.5901864193008675,0.4423470405858533,1,0
age-differentiated,0.5901864193008675,0.4423470405858533,1,0
agent,0.5901864193008675,0.4423470405858533,1,0
aggressee,0.5901864193008675,0.4423470405858533,1,0
aggressing,0.5901864193008675,0.4423470405858533,1,0
aggrieved,0.5901864193008675,0.4423470405858533,1,0
agitate,0.5901864193008675,0.4423470405858533,1,0
agribusiness,0.5901864193008675,0.4423470405858533,1,0
agrifood,0.5901864193008675,0.4423470405858533,1,0
agriproducts,0.5901864193008675,0.4423470405858533,1,0
ahmad,0.5901864193008675,0.4423470405858533,1,0
air-ballistic,0.5901864193008675,0.4423470405858533,1,0
airlifted,0.5901864193008675,0.4423470405858533,1,0
airlifting,0.5901864193008675,0.4423470405858533,1,0
airliner,0.5901864193008675,0.4423470405858533,1,0
airports,0.5901864193008675,0.4423470405858533,1,0
airstrike,0.5901864193008675,0.4423470405858533,1,0
airwaves,0.5901864193008675,0.4423470405858533,1,0
akhmad,0.5901864193008675,0.4423470405858533,1,0
akin,0.5901864193008675,0.4423470405858533,1,0
alarms,0.5901864193008675,0.4423470405858533,1,0
albeit,0.5901864193008675,0.4423470405858533,1,0
aleksandr,0.5901864193008675,0.4423470405858533,1,0
aleppo,0.5901864193008675,0.4423470405858533,1,0
alexander,0.5901864193008675,0.4423470405858533,1,0
alexandr,0.5901864193008675,0.4423470405858533,1,0
algorithm,0.5901864193008675,0.4423470405858533,1,0
all-for,0.5901864193008675,0.4423470405858533,1,0
all-for-all,0.5901864193008675,0.4423470405858533,1,0
allegation,0.5901864193008675,0.4423470405858533,1,0
allege,0.5901864193008675,0.4423470405858533,1,0
allocations,0.5901864193008675,0.4423470405858533,1,0
already-scripted,0.5901864193008675,0.4423470405858533,1,0
altai,0.5901864193008675,0.4423470405858533,1,0
alternate,0.5901864193008675,0.4423470405858533,1,0
altitude,0.5901864193008675,0.4423470405858533,1,0
amazing,0.5901864193008675,0.4423470405858533,1,0
ambiguities,0.5901864193008675,0.4423470405858533,1,0
ambulance,0.5901864193008675,0.4423470405858533,1,0
ameliorates,0.5901864193008675,0.4423470405858533,1,0
amir,0.5901864193008675,0.4423470405858533,1,0
amnesty,0.5901864193008675,0.4423470405858533,1,0
amputated,0.5901864193008675,0.4423470405858533,1,0
amstor,0.5901864193008675,0.4423470405858533,1,0
anachronism,0.5901864193008675,0.4423470405858533,1,0
analogous,0.5901864193008675,0.4423470405858533,1,0
analysing,0.5901864193008675,0.4423470405858533,1,0
ancestral,0.5901864193008675,0.4423470405858533,1,0
ancient,0.5901864193008675,0.4423470405858533,1,0
and-file,0.5901864193008675,0.4423470405858533,1,0
andrii,0.5901864193008675,0.4423470405858533,1,0
andriy,0.5901864193008675,0.4423470405858533,1,0
angelic,0.5901864193008675,0.4423470405858533,1,0
angrier,0.5901864193008675,0.4423470405858533,1,0
angry,0.5901864193008675,0.4423470405858533,1,0
annalena,0.5901864193008675,0.4423470405858533,1,0
anne,0.5901864193008675,0.4423470405858533,1,0
annexing,0.5901864193008675,0.4423470405858533,1,0
annihilating,0.5901864193008675,0.4423470405858533,1,0
answered,0.5901864193008675,0.4423470405858533,1,0
answering,0.5901864193008675,0.4423470405858533,1,0
antarctica,0.5901864193008675,0.4423470405858533,1,0
anti-aircraft,0.5901864193008675,0.4423470405858533,1,0
anti-crime,0.5901864193008675,0.4423470405858533,1,0
anti-crisis,0.5901864193008675,0.4423470405858533,1,0
anti-fascist,0.5901864193008675,0.4423470405858533,1,0
anti-nazi,0.5901864193008675,0.4423470405858533,1,0
anti-radar,0.5901864193008675,0.4423470405858533,1,0
anti-russian,0.5901864193008675,0.4423470405858533,1,0
anti-semites,0.5901864193008675,0.4423470405858533,1,0
anti-terrorist,0.5901864193008675,0.4423470405858533,1,0
anti-trafficking,0.5901864193008675,0.4423470405858533,1,0
anti-ukrainian,0.5901864193008675,0.4423470405858533,1,0
anti-war,0.5901864193008675,0.4423470405858533,1,0
antibiotics,0.5901864193008675,0.4423470405858533,1,0
anticipate,0.5901864193008675,0.4423470405858533,1,0
antithesis,0.5901864193008675,0.4423470405858533,1,0
anybody,0.5901864193008675,0.4423470405858533,1,0
apathy,0.5901864193008675,0.4423470405858533,1,0
apocalypse,0.5901864193008675,0.4423470405858533,1,0
apologists,0.5901864193008675,0.4423470405858533,1,0
apologize,0.5901864193008675,0.4423470405858533,1,0
apology,0.5901864193008675,0.4423470405858533,1,0
apostle,0.5901864193008675,0.4423470405858533,1,0
appearance,0.5901864193008675,0.4423470405858533,1,0
appearances,0.5901864193008675,0.4423470405858533,1,0
appease,0.5901864193008675,0.4423470405858533,1,0
appeased,0.5901864193008675,0.4423470405858533,1,0
applauded,0.5901864193008675,0.4423470405858533,1,0
applauding,0.5901864193008675,0.4423470405858533,1,0
applebaum,0.5901864193008675,0.4423470405858533,1,0
applicability,0.5901864193008675,0.4423470405858533,1,0
appointing,0.5901864193008675,0.4423470405858533,1,0
appropriation,0.5901864193008675,0.4423470405858533,1,0
approxi,0.5901864193008675,0.4423470405858533,1,0
archaeological,0.5901864193008675,0.4423470405858533,1,0
archaic,0.5901864193008675,0.4423470405858533,1,0
architects,0.5901864193008675,0.4423470405858533,1,0
architectures,0.5901864193008675,0.4423470405858533,1,0
archive,0.5901864193008675,0.4423470405858533,1,0
archives,0.5901864193008675,0.4423470405858533,1,0
ardent,0.5901864193008675,0.4423470405858533,1,0
arduously,0.5901864193008675,0.4423470405858533,1,0
arming,0.5901864193008675,0.4423470405858533,1,0
aroused,0.5901864193008675,0.4423470405858533,1,0
arranging,0.5901864193008675,0.4423470405858533,1,0
arrests,0.5901864193008675,0.4423470405858533,1,0
arrivals,0.5901864193008675,0.4423470405858533,1,0
arsonist,0.5901864193008675,0.4423470405858533,1,0
artefacts,0.5901864193008675,0.4423470405858533,1,0
artem,0.5901864193008675,0.4423470405858533,1,0
articulate,0.5901864193008675,0.4423470405858533,1,0
articulated,0.5901864193008675,0.4423470405858533,1,0
artist-turned-politician,0.5901864193008675,0.4423470405858533,1,0
artwork,0.5901864193008675,0.4423470405858533,1,0
artworks,0.5901864193008675,0.4423470405858533,1,0
aspired,0.5901864193008675,0.4423470405858533,1,0
aspires,0.5901864193008675,0.4423470405858533,1,0
assaulting,0.5901864193008675,0.4423470405858533,1,0
assembled,0.5901864193008675,0.4423470405858533,1,0
assembling,0.5901864193008675,0.4423470405858533,1,0
assert,0.5901864193008675,0.4423470405858533,1,0
asserting,0.5901864193008675,0.4423470405858533,1,0
asserts,0.5901864193008675,0.4423470405858533,1,0
assesses,0.5901864193008675,0.4423470405858533,1,0
assign,0.5901864193008675,0.4423470405858533,1,0
assigns,0.5901864193008675,0.4423470405858533,1,0
assistances,0.5901864193008675,0.4423470405858533,1,0
assistants,0.5901864193008675,0.4423470405858533,1,0
astonishing,0.5901864193008675,0.4423470405858533,1,0
astonishingly,0.5901864193008675,0.4423470405858533,1,0
astrakhan,0.5901864193008675,0.4423470405858533,1,0
atlantic,0.5901864193008675,0.4423470405858533,1,0
atrophy,0.5901864193008675,0.4423470405858533,1,0
attachment,0.5901864193008675,0.4423470405858533,1,0
attacker,0.5901864193008675,0.4423470405858533,1,0
attackers,0.5901864193008675,0.4423470405858533,1,0
attested,0.5901864193008675,0.4423470405858533,1,0
attitudes,0.5901864193008675,0.4423470405858533,1,0
attract,0.5901864193008675,0.4423470405858533,1,0
attributed,0.5901864193008675,0.4423470405858533,1,0
attributes,0.5901864193008675,0.4423470405858533,1,0
attributing,0.5901864193008675,0.4423470405858533,1,0
audacious,0.5901864193008675,0.4423470405858533,1,0
audiovisual,0.5901864193008675,0.4423470405858533,1,0
augusto,0.5901864193008675,0.4423470405858533,1,0
austin,0.5901864193008675,0.4423470405858533,1,0
authenticated,0.5901864193008675,0.4423470405858533,1,0
authoritarians,0.5901864193008675,0.4423470405858533,1,0
authors,0.5901864193008675,0.4423470405858533,1,0
autocratic,0.5901864193008675,0.4423470405858533,1,0
automated,0.5901864193008675,0.4423470405858533,1,0
autonomy,0.5901864193008675,0.4423470405858533,1,0
autumn,0.5901864193008675,0.4423470405858533,1,0
avdiivka,0.5901864193008675,0.4423470405858533,1,0
averted,0.5901864193008675,0.4423470405858533,1,0
aviation,0.5901864193008675,0.4423470405858533,1,0
avoidable,0.5901864193008675,0.4423470405858533,1,0
avoidance,0.5901864193008675,0.4423470405858533,1,0
awe,0.5901864193008675,0.4423470405858533,1,0
azatbek,0.5901864193008675,0.4423470405858533,1,0
azov-black,0.5901864193008675,0.4423470405858533,1,0
backsliding,0.5901864193008675,0.4423470405858533,1,0
backwards,0.5901864193008675,0.4423470405858533,1,0
baerbock,0.5901864193008675,0.4423470405858533,1,0
bags,0.5901864193008675,0.4423470405858533,1,0
baked,0.5901864193008675,0.4423470405858533,1,0
bald,0.5901864193008675,0.4423470405858533,1,0
balka,0.5901864193008675,0.4423470405858533,1,0
bangladesh,0.5901864193008675,0.4423470405858533,1,0
banked,0.5901864193008675,0.4423470405858533,1,0
banning,0.5901864193008675,0.4423470405858533,1,0
bar,0.5901864193008675,0.4423470405858533,1,0
barbados,0.5901864193008675,0.4423470405858533,1,0
barbarous,0.5901864193008675,0.4423470405858533,1,0
barrages,0.5901864193008675,0.4423470405858533,1,0
barricades,0.5901864193008675,0.4423470405858533,1,0
basics,0.5901864193008675,0.4423470405858533,1,0
basket's,0.5901864193008675,0.4423470405858533,1,0
baskets,0.5901864193008675,0.4423470405858533,1,0
bastion-p,0.5901864193008675,0.4423470405858533,1,0
batch,0.5901864193008675,0.4423470405858533,1,0
baton,0.5901864193008675,0.4423470405858533,1,0
batter,0.5901864193008675,0.4423470405858533,1,0
battles,0.5901864193008675,0.4423470405858533,1,0
beaten,0.5901864193008675,0.4423470405858533,1,0
beating,0.5901864193008675,0.4423470405858533,1,0
beckett,0.5901864193008675,0.4423470405858533,1,0
bedtime,0.5901864193008675,0.4423470405858533,1,0
befit,0.5901864193008675,0.4423470405858533,1,0
beg,0.5901864193008675,0.4423470405858533,1,0
begged,0.5901864193008675,0.4423470405858533,1,0
begging,0.5901864193008675,0.4423470405858533,1,0
behaves,0.5901864193008675,0.4423470405858533,1,0
beheading,0.5901864193008675,0.4423470405858533,1,0
behest,0.5901864193008675,0.4423470405858533,1,0
behold,0.5901864193008675,0.4423470405858533,1,0
belarus's,0.5901864193008675,0.4423470405858533,1,0
belgorod,0.5901864193008675,0.4423470405858533,1,0
belies,0.5901864193008675,0.4423470405858533,1,0
bell,0.5901864193008675,0.4423470405858533,1,0
belligerent's,0.5901864193008675,0.4423470405858533,1,0
bello,0.5901864193008675,0.4423470405858533,1,0
belonging,0.5901864193008675,0.4423470405858533,1,0
belongs,0.5901864193008675,0.4423470405858533,1,0
benches,0.5901864193008675,0.4423470405858533,1,0
beneficiary,0.5901864193008675,0.4423470405858533,1,0
benito,0.5901864193008675,0.4423470405858533,1,0
berdiansk,0.5901864193008675,0.4423470405858533,1,0
berdyansk,0.5901864193008675,0.4423470405858533,1,0
berths,0.5901864193008675,0.4423470405858533,1,0
beside,0.5901864193008675,0.4423470405858533,1,0
besiegement,0.5901864193008675,0.4423470405858533,1,0
bespoke,0.5901864193008675,0.4423470405858533,1,0
bestseller,0.5901864193008675,0.4423470405858533,1,0
betrays,0.5901864193008675,0.4423470405858533,1,0
beware,0.5901864193008675,0.4423470405858533,1,0
biased,0.5901864193008675,0.4423470405858533,1,0
bidding,0.5901864193008675,0.4423470405858533,1,0
big-heartedness,0.5901864193008675,0.4423470405858533,1,0
bill,0.5901864193008675,0.4423470405858533,1,0
biolaboratories,0.5901864193008675,0.4423470405858533,1,0
bite,0.5901864193008675,0.4423470405858533,1,0
bitterly,0.5901864193008675,0.4423470405858533,1,0
bizarre,0.5901864193008675,0.4423470405858533,1,0
blackened,0.5901864193008675,0.4423470405858533,1,0
bladet,0.5901864193008675,0.4423470405858533,1,0
blaring,0.5901864193008675,0.4423470405858533,1,0
blasted,0.5901864193008675,0.4423470405858533,1,0
blasting,0.5901864193008675,0.4423470405858533,1,0
blaze,0.5901864193008675,0.4423470405858533,1,0
blessed,0.5901864193008675,0.4423470405858533,1,0
blight,0.5901864193008675,0.4423470405858533,1,0
blighting,0.5901864193008675,0.4423470405858533,1,0
blindfolding,0.5901864193008675,0.4423470405858533,1,0
blockading,0.5901864193008675,0.4423470405858533,1,0
blood-soaked,0.5901864193008675,0.4423470405858533,1,0
bloodiest,0.5901864193008675,0.4423470405858533,1,0
bloodstained,0.5901864193008675,0.4423470405858533,1,0
bloodstains,0.5901864193008675,0.4423470405858533,1,0
bloodthirsty,0.5901864193008675,0.4423470405858533,1,0
blow-up,0.5901864193008675,0.4423470405858533,1,0
blunder,0.5901864193008675,0.4423470405858533,1,0
blunt,0.5901864193008675,0.4423470405858533,1,0
boast,0.5901864193008675,0.4423470405858533,1,0
boastfully,0.5901864193008675,0.4423470405858533,1,0
boeing,0.5901864193008675,0.4423470405858533,1,0
bogged,0.5901864193008675,0.4423470405858533,1,0
bolstering,0.5901864193008675,0.4423470405858533,1,0
booby,0.5901864193008675,0.4423470405858533,1,0
booked,0.5901864193008675,0.4423470405858533,1,0
booklet,0.5901864193008675,0.4423470405858533,1,0
boosted,0.5901864193008675,0.4423470405858533,1,0
boosting,0.5901864193008675,0.4423470405858533,1,0
booths,0.5901864193008675,0.4423470405858533,1,0
boris,0.5901864193008675,0.4423470405858533,1,0
bosnians,0.5901864193008675,0.4423470405858533,1,0
both-sides,0.5901864193008675,0.4423470405858533,1,0
bothering,0.5901864193008675,0.4423470405858533,1,0
bottled,0.5901864193008675,0.4423470405858533,1,0
bottles,0.5901864193008675,0.4423470405858533,1,0
bouquet,0.5901864193008675,0.4423470405858533,1,0
bows,0.5901864193008675,0.4423470405858533,1,0
box,0.5901864193008675,0.4423470405858533,1,0
boy's,0.5901864193008675,0.4423470405858533,1,0
bracelet,0.5901864193008675,0.4423470405858533,1,0
brain-washed,0.5901864193008675,0.4423470405858533,1,0
brainwash,0.5901864193008675,0.4423470405858533,1,0
brainwashed,0.5901864193008675,0.4423470405858533,1,0
branch,0.5901864193008675,0.4423470405858533,1,0
bravest,0.5901864193008675,0.4423470405858533,1,0
brazenly,0.5901864193008675,0.4423470405858533,1,0
breadbaskets,0.5901864193008675,0.4423470405858533,1,0
breadline,0.5901864193008675,0.4423470405858533,1,0
breadlines,0.5901864193008675,0.4423470405858533,1,0
break-up,0.5901864193008675,0.4423470405858533,1,0
breath,0.5901864193008675,0.4423470405858533,1,0
breathed,0.5901864193008675,0.4423470405858533,1,0
briefer's,0.5901864193008675,0.4423470405858533,1,0
brilliance,0.5901864193008675,0.4423470405858533,1,0
brilliant,0.5901864193008675,0.4423470405858533,1,0
broadened,0.5901864193008675,0.4423470405858533,1,0
bronze,0.5901864193008675,0.4423470405858533,1,0
brotherly,0.5901864193008675,0.4423470405858533,1,0
brovary,0.5901864193008675,0.4423470405858533,1,0
brown's,0.5901864193008675,0.4423470405858533,1,0
brussels,0.5901864193008675,0.4423470405858533,1,0
brutalize,0.5901864193008675,0.4423470405858533,1,0
brute,0.5901864193008675,0.4423470405858533,1,0
bucha-like,0.5901864193008675,0.4423470405858533,1,0
buffer,0.5901864193008675,0.4423470405858533,1,0
buk,0.5901864193008675,0.4423470405858533,1,0
bulbs,0.5901864193008675,0.4423470405858533,1,0
bumper,0.5901864193008675,0.4423470405858533,1,0
bunch,0.5901864193008675,0.4423470405858533,1,0
bundling,0.5901864193008675,0.4423470405858533,1,0
bunker,0.5901864193008675,0.4423470405858533,1,0
burma,0.5901864193008675,0.4423470405858533,1,0
burns,0.5901864193008675,0.4423470405858533,1,0
burnt,0.5901864193008675,0.4423470405858533,1,0
bussed,0.5901864193008675,0.4423470405858533,1,0
buying,0.5901864193008675,0.4423470405858533,1,0
bygone,0.5901864193008675,0.4423470405858533,1,0
bypassing,0.5901864193008675,0.4423470405858533,1,0
c,0.5901864193008675,0.4423470405858533,1,0
cafeterias,0.5901864193008675,0.4423470405858533,1,0
cafés,0.5901864193008675,0.4423470405858533,1,0
calamity,0.5901864193008675,0.4423470405858533,1,0
calculation,0.5901864193008675,0.4423470405858533,1,0
calculations,0.5901864193008675,0.4423470405858533,1,0
calibres,0.5901864193008675,0.4423470405858533,1,0
calmed,0.5901864193008675,0.4423470405858533,1,0
calms,0.5901864193008675,0.4423470405858533,1,0
camera,0.5901864193008675,0.4423470405858533,1,0
canal,0.5901864193008675,0.4423470405858533,1,0
candid,0.5901864193008675,0.4423470405858533,1,0
candidacy,0.5901864193008675,0.4423470405858533,1,0
candles,0.5901864193008675,0.4423470405858533,1,0
cannon-fodder,0.5901864193008675,0.4423470405858533,1,0
cap,0.5901864193008675,0.4423470405858533,1,0
capitulation,0.5901864193008675,0.4423470405858533,1,0
caprice,0.5901864193008675,0.4423470405858533,1,0
captain,0.5901864193008675,0.4423470405858533,1,0
captive,0.5901864193008675,0.4423470405858533,1,0
captors,0.5901864193008675,0.4423470405858533,1,0
card,0.5901864193008675,0.4423470405858533,1,0
cards,0.5901864193008675,0.4423470405858533,1,0
care-giving,0.5901864193008675,0.4423470405858533,1,0
career,0.5901864193008675,0.4423470405858533,1,0
carpets,0.5901864193008675,0.4423470405858533,1,0
carveouts,0.5901864193008675,0.4423470405858533,1,0
cascade,0.5901864193008675,0.4423470405858533,1,0
cash-for-work,0.5901864193008675,0.4423470405858533,1,0
castrated,0.5901864193008675,0.4423470405858533,1,0
castration,0.5901864193008675,0.4423470405858533,1,0
cataclysmic,0.5901864193008675,0.4423470405858533,1,0
catacomb,0.5901864193008675,0.4423470405858533,1,0
catalogue,0.5901864193008675,0.4423470405858533,1,0
catalogued,0.5901864193008675,0.4423470405858533,1,0
cataloguing,0.5901864193008675,0.4423470405858533,1,0
catchphrases,0.5901864193008675,0.4423470405858533,1,0
category,0.5901864193008675,0.4423470405858533,1,0
catering,0.5901864193008675,0.4423470405858533,1,0
catharsis,0.5901864193008675,0.4423470405858533,1,0
caucasus,0.5901864193008675,0.4423470405858533,1,0
cautionary,0.5901864193008675,0.4423470405858533,1,0
cavalier,0.5901864193008675,0.4423470405858533,1,0
caveats,0.5901864193008675,0.4423470405858533,1,0
caving,0.5901864193008675,0.4423470405858533,1,0
ceaseless,0.5901864193008675,0.4423470405858533,1,0
ceaselessly,0.5901864193008675,0.4423470405858533,1,0
celebrates,0.5901864193008675,0.4423470405858533,1,0
cells,0.5901864193008675,0.4423470405858533,1,0
centrally,0.5901864193008675,0.4423470405858533,1,0
ceremony,0.5901864193008675,0.4423470405858533,1,0
chairing,0.5901864193008675,0.4423470405858533,1,0
chairs,0.5901864193008675,0.4423470405858533,1,0
chancellery,0.5901864193008675,0.4423470405858533,1,0
chant,0.5901864193008675,0.4423470405858533,1,0
chanting,0.5901864193008675,0.4423470405858533,1,0
chaplyne,0.5901864193008675,0.4423470405858533,1,0
chapters,0.5901864193008675,0.4423470405858533,1,0
